Time,Angle,PWM_Voltage
15.49,-43.0737210138748,1.44434769142236
15.515,-43.7589684891404,1.4455287514211
15.54,-44.4229112227832,1.44533453297403
15.565,-45.0680348698618,1.44376539083993
15.59,-45.6951823976181,1.44193108623282
15.615,-46.3024548725506,1.44144705010727
15.64,-46.8825420893059,1.44332577351648
15.665,-47.4189320856395,1.44745482083156
15.69,-47.8844748789964,1.45239665538779
15.714,-48.2455486289331,1.45634139787257
15.739,-48.470296837636,1.45887498414843
15.764,-48.535723393323,1.46123485623313
15.789,-48.4308230078434,1.4643100262598
15.814,-48.1566056587079,1.4668457985927
15.839,-47.7240719980407,1.46658831665919
15.864,-47.1506692298675,1.46302326193401
15.889,-46.4562453257123,1.45822718883465
15.914,-45.6598045903992,1.45522985570409
15.939,-44.778127039311,1.45561676407792
15.964,-43.826769393551,1.4584960317266
15.989,-42.8232549246496,1.46193074028009
16.014,-41.7918191524034,1.4651922862093
16.11,-40.764438790478,1.46914478303908
16.135,-39.7703067569449,1.47457954791442
16.16,-38.8225447019623,1.48078687690138
16.185,-37.9206956879597,1.48591672513604
16.21,-37.0652835876321,1.48861540071717
16.234,-36.2661947180588,1.48905897033337
16.259,-35.5384175768217,1.48808700964781
16.284,-34.8899014226858,1.48601419827759
16.309,-34.3092420883362,1.48301649052806
16.334,-33.7614105695738,1.47985594301668
16.359,-33.1964145068792,1.47770288302432
16.384,-32.5674884240133,1.4777082930113
16.409,-31.848830023207,1.48026794312011
16.434,-31.044200538065,1.48434721698005
16.459,-30.1844274665814,1.48827830577036
16.484,-29.3183157719228,1.49137034820845
16.509,-28.5032005971819,1.49416989258157
16.534,-27.7983127304321,1.49734930554253
16.559,-27.2597852546396,1.50102146885265
16.584,-26.9325533736863,1.5046761376826
